Date/Time,Electricity:Facility [J](RunPeriod),ElectricityPurchased:Facility [J](RunPeriod),ElectricitySurplusSold:Facility [J](RunPeriod),ElectricityNet:Facility [J](RunPeriod),Source:Facility [J](RunPeriod),CO2:Facility [kg](RunPeriod),Electricity:Building [J](RunPeriod),Electricity:Plant [J](RunPeriod),Electricity:HVAC [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),Fans:Electricity [J](RunPeriod),Cooling:Electricity [J](RunPeriod),Pumps:Electricity [J](RunPeriod),Heating:Electricity [J](RunPeriod),Gas:Facility [J](RunPeriod),InteriorEquipment:Gas [J](RunPeriod),Heating:Gas [J](RunPeriod),Gas:Plant [J](RunPeriod),Electricity:Facility [J](Hourly),ElectricityNet:Facility [J](Hourly),Gas:Facility [J](Hourly),Electricity:Facility [J](Monthly),Gas:Facility [J](Monthly),CO2:Facility [kg](Monthly),CO:Facility [kg](Monthly),CH4:Facility [kg](Monthly),NOx:Facility [kg](Monthly),N2O:Facility [kg](Monthly),SO2:Facility [kg](Monthly),PM:Facility [kg](Monthly),PM10:Facility [kg](Monthly),PM2.5:Facility [kg](Monthly),NH3:Facility [kg](Monthly),NMVOC:Facility [kg](Monthly),Hg:Facility [kg](Monthly),Pb:Facility [kg](Monthly),WaterEnvironmentalFactors:Facility [L](Monthly),Nuclear High:Facility [kg](Monthly),Nuclear Low:Facility [m3](Monthly),Carbon Equivalent:Facility [kg](Monthly) 
 01/05  06:00:00,,,,,,,,,,,,,,,,,,,,1702447.2,1702447.2,189863.64 
 01/05  07:00:00,,,,,,,,,,,,,,,,,,,,21781633.2723814,21781633.2723814,293996940.613884 
 01/05  08:00:00,,,,,,,,,,,,,,,,,,,,21209676.0225413,21209676.0225413,151981904.389602 
 01/05  09:00:00,,,,,,,,,,,,,,,,,,,,42212030.3903307,42212030.3903307,84111374.0985525 
 01/05  10:00:00,,,,,,,,,,,,,,,,,,,,42056666.1387788,42056666.1387788,58161574.5933485 
 01/05  11:00:00,,,,,,,,,,,,,,,,,,,,41951835.9791346,41951835.9791346,34473086.7032068 
 01/05  12:00:00,,,,,,,,,,,,,,,,,,,,57010854.2771851,57010854.2771851,10741112.634365 
 01/05  13:00:00,,,,,,,,,,,,,,,,,,,,56991532.7254539,56991532.7254539,5471603.12713962 
 01/05  14:00:00,,,,,,,,,,,,,,,,,,,,56976309.9891223,56976309.9891223,1121574.27728451 
 01/05  15:00:00,,,,,,,,,,,,,,,,,,,,56975385.3887432,56975385.3887432,854386.38 
 01/05  16:00:00,,,,,,,,,,,,,,,,,,,,56975385.3887432,56975385.3887432,854386.38 
 01/05  17:00:00,,,,,,,,,,,,,,,,,,,,56976243.9632934,56976243.9632934,1102859.26220133 
 01/05  18:00:00,,,,,,,,,,,,,,,,,,,,56984252.7229333,56984252.7229333,3435980.12281319 
 01/05  19:00:00,,,,,,,,,,,,,,,,,,,,57045493.4932065,57045493.4932065,21834110.9091605 
 01/05  20:00:00,,,,,,,,,,,,,,,,,,,,57063236.1720502,57063236.1720502,28148695.9510921 
 01/05  21:00:00,,,,,,,,,,,,,,,,,,,,57078026.8672185,57078026.8672185,33700244.9483281 
 01/05  22:00:00,,,,,,,,,,,,,,,,,,,,57091341.6076327,57091341.6076327,38807668.0569351 
 01/05  23:00:00,,,,,,,,,,,,,,,,,,,,35013337.7786797,35013337.7786797,55817057.511057 
 01/05  24:00:00,,,,,,,,,,,,,,,,,,,,1702447.2,1702447.2,189863.64 
 01/06  01:00:00,,,,,,,,,,,,,,,,,,,,1702447.2,1702447.2,189863.64 
 01/06  02:00:00,,,,,,,,,,,,,,,,,,,,1702447.2,1702447.2,189863.64 
 01/06  03:00:00,,,,,,,,,,,,,,,,,,,,1702447.2,1702447.2,189863.64 
 01/06  04:00:00,,,,,,,,,,,,,,,,,,,,1702447.2,1702447.2,189863.64 
 01/06  05:00:00,,,,,,,,,,,,,,,,,,,,1702447.2,1702447.2,189863.64 
 01/06  06:00:00,,,,,,,,,,,,,,,,,,,,1702447.2,1702447.2,189863.64 
 01/06  07:00:00,,,,,,,,,,,,,,,,,,,,21526759.5811081,21526759.5811081,260921299.529637 
 01/06  08:00:00,,,,,,,,,,,,,,,,,,,,21119411.6769032,21119411.6769032,146214440.001186 
 01/06  09:00:00,,,,,,,,,,,,,,,,,,,,42144086.7850551,42144086.7850551,71897974.3855659 
 01/06  10:00:00,,,,,,,,,,,,,,,,,,,,41987831.9382469,41987831.9382469,40899537.0812451 
 01/06  11:00:00,,,,,,,,,,,,,,,,,,,,41951138.0693627,41951138.0693627,33854660.1472829 
 01/06  12:00:00,,,,,,,,,,,,,,,,,,,,57026312.5112196,57026312.5112196,15021435.830716 
 01/06  13:00:00,,,,,,,,,,,,,,,,,,,,57001957.9231532,57001957.9231532,8508773.83687312 
 01/06  14:00:00,,,,,,,,,,,,,,,,,,,,56977161.0248071,56977161.0248071,1374101.377358 
 01/06  15:00:00,,,,,,,,,,,,,,,,,,,,56975428.5789453,56975428.5789453,867046.394419471 
 01/06  16:00:00,,,,,,,,,,,,,,,,,,,,56975385.3887432,56975385.3887432,854386.38 
 01/06  17:00:00,,,,,,,,,,,,,,,,,,,,56979896.2847068,56979896.2847068,2180523.45776877 
 01/06  18:00:00,,,,,,,,,,,,,,,,,,,,56994653.0418631,56994653.0418631,6590803.48186594 
 01/06  19:00:00,,,,,,,,,,,,,,,,,,,,57060741.6601771,57060741.6601771,27029186.4689687 
 01/06  20:00:00,,,,,,,,,,,,,,,,,,,,57077509.3243876,57077509.3243876,33185133.8398143 
 01/06  21:00:00,,,,,,,,,,,,,,,,,,,,57096607.3905505,57096607.3905505,40193799.4452247 
 01/06  22:00:00,,,,,,,,,,,,,,,,,,,,57109264.2500516,57109264.2500516,45055894.3713388 
 01/06  23:00:00,,,,,,,,,,,,,,,,,,,,35020105.0878938,35020105.0878938,58418354.1885337 
 01/06  24:00:00,,,,,,,,,,,,,,,,,,,,1702447.2,1702447.2,189863.64 
 01/07  01:00:00,,,,,,,,,,,,,,,,,,,,1702447.2,1702447.2,189863.64 
 01/07  02:00:00,,,,,,,,,,,,,,,,,,,,1702447.2,1702447.2,189863.64 
 01/07  03:00:00,,,,,,,,,,,,,,,,,,,,1702447.2,1702447.2,189863.64 
 01/07  04:00:00,,,,,,,,,,,,,,,,,,,,1702447.2,1702447.2,189863.64 
 01/07  05:00:00,,,,,,,,,,,,,,,,,,,,1702447.2,1702447.2,189863.64 
 01/07  06:00:00,,,,,,,,,,,,,,,,,,,,1702447.2,1702447.2,189863.64 
 01/07  07:00:00,,,,,,,,,,,,,,,,,,,,21351405.8871631,21351405.8871631,235762490.514665 
 01/07  08:00:00,,,,,,,,,,,,,,,,,,,,37466211.085965,37466211.085965,126277748.175747 
 01/07  09:00:00,,,,,,,,,,,,,,,,,,,,37288153.3413042,37288153.3413042,96476923.9230146 
 01/07  10:00:00,,,,,,,,,,,,,,,,,,,,46204291.6899287,46204291.6899287,77985556.2614587 
 01/07  11:00:00,,,,,,,,,,,,,,,,,,,,46133530.8764421,46133530.8764421,64210734.0080328 
 01/07  12:00:00,,,,,,,,,,,,,,,,,,,,46144869.5674295,46144869.5674295,70987579.0927518 
 01/07  13:00:00,,,,,,,,,,,,,,,,,,,,46026733.6724328,46026733.6724328,36889710.9918361 
 01/07  14:00:00,,,,,,,,,,,,,,,,,,,,45968317.8593421,45968317.8593421,19265008.4435631 
 01/07  15:00:00,,,,,,,,,,,,,,,,,,,,45944319.6716807,45944319.6716807,11775524.833292 
 01/07  16:00:00,,,,,,,,,,,,,,,,,,,,45934372.8694648,45934372.8694648,8611979.93098881 
 01/07  17:00:00,,,,,,,,,,,,,,,,,,,,45962881.666262,45962881.666262,18512876.7274989 
 01/07  18:00:00,,,,,,,,,,,,,,,,,,,,45999254.8458503,45999254.8458503,31485337.9913446 
 01/07  19:00:00,,,,,,,,,,,,,,,,,,,,46024847.609348,46024847.609348,40977014.7759803 
 01/07  20:00:00,,,,,,,,,,,,,,,,,,,,46043182.6503841,46043182.6503842,47880246.1275129 
 01/07  21:00:00,,,,,,,,,,,,,,,,,,,,46058130.4057706,46058130.4057706,53362205.5723979 
 01/07  22:00:00,,,,,,,,,,,,,,,,,,,,46034554.2218288,46034554.2218288,45078000.946423 
 01/07  23:00:00,,,,,,,,,,,,,,,,,,,,46167344.6604446,46167344.6604446,90670054.6905334 
 01/07  24:00:00,,,,,,,,,,,,,,,,,,,,1702447.2,1702447.2,189863.64 
 01/08  01:00:00,,,,,,,,,,,,,,,,,,,,1702447.2,1702447.2,189863.64 
 01/08  02:00:00,,,,,,,,,,,,,,,,,,,,1702447.2,1702447.2,189863.64 
 01/08  03:00:00,,,,,,,,,,,,,,,,,,,,1702447.2,1702447.2,189863.64 
 01/08  04:00:00,,,,,,,,,,,,,,,,,,,,1702447.2,1702447.2,189863.64 
 01/08  05:00:00,,,,,,,,,,,,,,,,,,,,1702447.2,1702447.2,189863.64 
 01/08  06:00:00,,,,,,,,,,,,,,,,,,,,1702447.2,1702447.2,189863.64 
 01/08  07:00:00,,,,,,,,,,,,,,,,,,,,22031022.5277085,22031022.5277085,324431018.077707 
 01/08  08:00:00,,,,,,,,,,,,,,,,,,,,37778776.9857668,37778776.9857668,155952745.461722 
 01/08  09:00:00,,,,,,,,,,,,,,,,,,,,37315489.7453834,37315489.7453834,91222509.7206742 
 01/08  10:00:00,,,,,,,,,,,,,,,,,,,,37091787.8418341,37091787.8418341,48596093.1383402 
 01/08  11:00:00,,,,,,,,,,,,,,,,,,,,37020161.8367311,37020161.8367311,33506436.6806665 
 01/08  12:00:00,,,,,,,,,,,,,,,,,,,,36990656.8024437,36990656.8024437,27487657.1235042 
 01/08  13:00:00,,,,,,,,,,,,,,,,,,,,52104528.7182495,52104528.7182495,18920612.3535814 
